INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2017-04-02T06:00:00-00:00,2017-04-02T07:00:00-00:00,2017-04-01,24,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,29.87293,1
2017-04-01T12:00:00-00:00,2017-04-01T13:00:00-00:00,2017-04-01,6,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,32.36739,1
2017-04-01T15:00:00-00:00,2017-04-01T16:00:00-00:00,2017-04-01,9,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,5.68319,1
2017-04-02T03:00:00-00:00,2017-04-02T04:00:00-00:00,2017-04-01,21,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,55.14398,1
2017-04-01T08:00:00-00:00,2017-04-01T09:00:00-00:00,2017-04-01,2,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,24.48524,1
2017-04-01T21:00:00-00:00,2017-04-01T22:00:00-00:00,2017-04-01,15,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,-5.27,1
2017-04-01T20:00:00-00:00,2017-04-01T21:00:00-00:00,2017-04-01,14,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,-4,1
2017-04-01T19:00:00-00:00,2017-04-01T20:00:00-00:00,2017-04-01,13,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,-3.92,1
2017-04-01T13:00:00-00:00,2017-04-01T14:00:00-00:00,2017-04-01,7,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,39.17698,1
2017-04-01T16:00:00-00:00,2017-04-01T17:00:00-00:00,2017-04-01,10,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,-4.04,1
2017-04-01T10:00:00-00:00,2017-04-01T11:00:00-00:00,2017-04-01,4,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,17.17443,1
2017-04-01T17:00:00-00:00,2017-04-01T18:00:00-00:00,2017-04-01,11,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,0.00941,1
2017-04-02T04:00:00-00:00,2017-04-02T05:00:00-00:00,2017-04-01,22,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,44.17432,1
2017-04-01T14:00:00-00:00,2017-04-01T15:00:00-00:00,2017-04-01,8,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,33.54239,1
2017-04-01T11:00:00-00:00,2017-04-01T12:00:00-00:00,2017-04-01,5,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,23.76048,1
2017-04-02T00:00:00-00:00,2017-04-02T01:00:00-00:00,2017-04-01,18,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,13.98004,1
2017-04-01T22:00:00-00:00,2017-04-01T23:00:00-00:00,2017-04-01,16,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,-4.89,1
2017-04-02T05:00:00-00:00,2017-04-02T06:00:00-00:00,2017-04-01,23,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,33.86784,1
2017-04-01T09:00:00-00:00,2017-04-01T10:00:00-00:00,2017-04-01,3,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,16.36533,1
2017-04-01T07:00:00-00:00,2017-04-01T08:00:00-00:00,2017-04-01,1,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,18.887,1
2017-04-02T02:00:00-00:00,2017-04-02T03:00:00-00:00,2017-04-01,20,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,65.05087,1
2017-04-01T23:00:00-00:00,2017-04-02T00:00:00-00:00,2017-04-01,17,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,0.36911,1
2017-04-01T18:00:00-00:00,2017-04-01T19:00:00-00:00,2017-04-01,12,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,-3.86,1
2017-04-02T01:00:00-00:00,2017-04-02T02:00:00-00:00,2017-04-01,19,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,LMP,LMP_PRC,EUREKAA_6_N001,ALL,1,42.19335,1
2017-04-02T01:00:00-00:00,2017-04-02T02:00:00-00:00,2017-04-01,19,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-02T04:00:00-00:00,2017-04-02T05:00:00-00:00,2017-04-01,22,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,-0.12435,2
2017-04-01T13:00:00-00:00,2017-04-01T14:00:00-00:00,2017-04-01,7,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T11:00:00-00:00,2017-04-01T12:00:00-00:00,2017-04-01,5,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T23:00:00-00:00,2017-04-02T00:00:00-00:00,2017-04-01,17,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T07:00:00-00:00,2017-04-01T08:00:00-00:00,2017-04-01,1,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-02T00:00:00-00:00,2017-04-02T01:00:00-00:00,2017-04-01,18,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T12:00:00-00:00,2017-04-01T13:00:00-00:00,2017-04-01,6,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T08:00:00-00:00,2017-04-01T09:00:00-00:00,2017-04-01,2,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T19:00:00-00:00,2017-04-01T20:00:00-00:00,2017-04-01,13,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,-2.25286,2
2017-04-01T21:00:00-00:00,2017-04-01T22:00:00-00:00,2017-04-01,15,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,-5.25034,2
2017-04-01T15:00:00-00:00,2017-04-01T16:00:00-00:00,2017-04-01,9,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T22:00:00-00:00,2017-04-01T23:00:00-00:00,2017-04-01,16,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,-4.89,2
2017-04-01T18:00:00-00:00,2017-04-01T19:00:00-00:00,2017-04-01,12,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,-3.83813,2
2017-04-01T17:00:00-00:00,2017-04-01T18:00:00-00:00,2017-04-01,11,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,-0.00002,2
2017-04-02T02:00:00-00:00,2017-04-02T03:00:00-00:00,2017-04-01,20,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,-8.75855,2
2017-04-01T10:00:00-00:00,2017-04-01T11:00:00-00:00,2017-04-01,4,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T14:00:00-00:00,2017-04-01T15:00:00-00:00,2017-04-01,8,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T16:00:00-00:00,2017-04-01T17:00:00-00:00,2017-04-01,10,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,-4.05014,2
2017-04-01T20:00:00-00:00,2017-04-01T21:00:00-00:00,2017-04-01,14,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,-2.9976,2
2017-04-02T05:00:00-00:00,2017-04-02T06:00:00-00:00,2017-04-01,23,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-02T06:00:00-00:00,2017-04-02T07:00:00-00:00,2017-04-01,24,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T09:00:00-00:00,2017-04-01T10:00:00-00:00,2017-04-01,3,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-02T03:00:00-00:00,2017-04-02T04:00:00-00:00,2017-04-01,21,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCC,LMP_CONG_PRC,EUREKAA_6_N001,ALL,1,0,2
2017-04-01T19:00:00-00:00,2017-04-01T20:00:00-00:00,2017-04-01,13,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCE,LMP_ENE_PRC,EUREKAA_6_N001,ALL,1,-1.85961,3
2017-04-01T09:00:00-00:00,2017-04-01T10:00:00-00:00,2017-04-01,3,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCE,LMP_ENE_PRC,EUREKAA_6_N001,ALL,1,16.14734,3
2017-04-01T15:00:00-00:00,2017-04-01T16:00:00-00:00,2017-04-01,9,0,EUREKAA_6_N001,EUREKAA_6_N001,EUREKAA_6_N001,DAM,MCE,LMP_ENE_PRC,EUREKAA_6_N001,ALL,1,4.85826,3
